@relation FakeAndRealProfiles-weka.filters.supervised.instance.SMOTE-C1-K5-P1000.0-S1

@attribute first-name-features:isamazonFirstNameMatchestwitterFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatchespaypalFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatcheslinkedinFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatchespaypalFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatcheslinkedinFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:ispaypalFirstNameMatcheslinkedinFirstName {0,1}
@attribute first-name-features:ispaypalFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:ispaypalFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:islinkedinFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:islinkedinFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:isgoogleFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:isFacebookFirstNameMatchEmail {0,1}
@attribute facebook:numOfCheckinsAtFirstMostRecentEducationLastYear numeric
@attribute facebook:numOfCheckinsAtFirstMostRecentEducationThisYear numeric
@attribute facebook:numOfCheckinsAtSecondMostRecentEducationLastYear numeric
@attribute facebook:numOfCheckinsAtSecondMostRecentEducationThisYear numeric
@attribute facebook:numOfCheckinsAtThirdMostRecentEducationLastYear numeric
@attribute facebook:numOfCheckinsAtThirdMostRecentEducationThisYear numeric
@attribute facebook:numOfCloseFriends numeric
@attribute facebook:numOfCollegeFriends numeric
@attribute facebook:numOfCoworkers numeric
@attribute facebook:numOfEvents numeric
@attribute facebook:numOfEventsAttended numeric
@attribute facebook:numOfFamilyMembers numeric
@attribute facebook:numOfFriends numeric
@attribute facebook:numOfFriendsBirthWithinFiveYears numeric
@attribute facebook:numOfFriendsBirthWithinFourYears numeric
@attribute facebook:numOfFriendsBirthWithinOneYear numeric
@attribute facebook:numOfFriendsBirthWithinThreeYears numeric
@attribute facebook:numOfFriendsBirthWithinTwoYears numeric
@attribute facebook:numOfFriendsFromFirstMostRecentEducation numeric
@attribute facebook:numOfFriendsFromFirstMostRecentEducationWithSameGraduationYear numeric
@attribute facebook:numOfFriendsFromSecondMostRecentEducation numeric
@attribute facebook:numOfFriendsFromSecondMostRecentEducationWithSameGraduationYear numeric
@attribute facebook:numOfFriendsFromThirdMostRecentEducation numeric
@attribute facebook:numOfFriendsFromThirdMostRecentEducationWithSameGraduationYear numeric
@attribute facebook:numOfFriendsWorkingAtFirstMostRecentEducation numeric
@attribute facebook:numOfFriendsWorkingAtSecondMostRecentEducation numeric
@attribute facebook:numOfFriendsWorkingAtThirdMostRecentEducation numeric
@attribute facebook:numOfGroups numeric
@attribute facebook:numOfGroupsAdministrating numeric
@attribute facebook:numOfLikes numeric
@attribute facebook:numOfLinks numeric
@attribute facebook:numOfLocations numeric
@attribute facebook:numOfPhotos numeric
@attribute facebook:numOfPosts numeric
@attribute facebook:numOfReceivedComments numeric
@attribute facebook:numOfReceivedLikes numeric
@attribute facebook:numOfSchoolFriends numeric
@attribute facebook:numOfStatuses numeric
@attribute facebook:numOfStudentFriends numeric
@attribute facebook:numOfStudentFriendsWithinOneYearAgeDifference numeric
@attribute facebook:numOfStudentFriendsWithinThreeYearsAgeDifference numeric
@attribute facebook:numOfStudentFriendsWithinTwoYearsAgeDifference numeric
@attribute facebook:numOfStudentFriendsWithSameAge numeric
@attribute facebook:numOfTagged numeric
@attribute linkedin:numOfCompanies numeric
@attribute linkedin:numOfConnections numeric
@attribute linkedin:numOfCoworkers numeric
@attribute linkedin:numOfFriendsFromFirstMostRecentEducation numeric
@attribute linkedin:numOfFriendsFromFirstMostRecentEducationWithSameGraduationYear numeric
@attribute linkedin:numOfFriendsFromSecondMostRecentEducation numeric
@attribute linkedin:numOfFriendsFromSecondMostRecentEducationWithSameGraduationYear numeric
@attribute linkedin:numOfFriendsFromThirdMostRecentEducation numeric
@attribute linkedin:numOfFriendsFromThirdMostRecentEducationWithSameGraduationYear numeric
@attribute linkedin:numOfFriendsWorkingAtFirstMostRecentEducation numeric
@attribute linkedin:numOfFriendsWorkingAtSecondMostRecentEducation numeric
@attribute linkedin:numOfFriendsWorkingAtThirdMostRecentEducation numeric
@attribute linkedin:numOfLinkedTwitterAccounts numeric
@attribute linkedin:numOfPositions numeric
@attribute linkedin:numOfRecommendationsReceived numeric
@attribute linkedin:numOfSchoolFriends numeric
@attribute linkedin:numOfStudentFriends numeric
@attribute twitter:numOfFavoritedTweets numeric
@attribute twitter:numOfFollowers numeric
@attribute twitter:numOfFriends numeric
@attribute twitter:numOfReceivedFavorites numeric
@attribute twitter:numOfReceivedRetweets numeric
@attribute twitter:numOfRetweetedTweets numeric
@attribute twitter:numOfTweets numeric
@attribute skynet:isEverythingEmpty {0,1}
@attribute class {fake,real}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2.36693,1.748506,0.070185,0,?,0,258.665902,7.273099,6.332149,5.462474,6.122656,6.844821,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,0.577188,8.013299,2.102575,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.593598,1.05906,0.933752,0,?,0,75.386467,7.178172,2.728865,5.921433,0.092736,6.569967,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,1.708761,3.898002,1.205102,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.895792,0.509847,1.315957,0,?,0,126.606771,8,7.702237,6,6.029673,6.870726,0,0,?,?,?,?,0,?,?,0,?,?,?,?,3.699978,?,2,14.329135,2.275042,?,1.05556,0,0,0,0,1.810944,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2.47014,0.061636,0.679701,0,?,0,149.978466,7.471298,5.962296,4.259421,6.204448,4.10572,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2,12.097069,0.140303,?,0.639916,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2.891916,1.24938,0.083605,0,?,0,226.142553,1.543616,4.940813,2.126052,0.862799,4.028281,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,0.937793,13.184097,0.334798,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.877733,0.484435,1.161882,0,?,0,182.382049,8,7.139569,6,6.417687,6.131323,0,0,?,?,?,?,0,?,?,0,?,?,?,?,3.176571,?,2,11.563309,0.301942,?,1.118266,0,0,0,0,0.815406,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.257564,1.361968,0.46708,0,?,0,142.391206,7.141498,6.034798,5.529769,6.15736,6.405086,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,1.107213,2.927483,2.407992,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.439217,0.996252,0,0,?,0,46.189849,7,3.035191,1.366962,3.489464,1.208828,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,0.106129,5.475097,1.487615,?,0.161957,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.24679,1.900998,0.80252,0,?,0,60.709671,7.726546,7.669544,5.251731,6.166997,6.971809,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,1.120965,11.495059,2.464073,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.249709,1.71774,0.425249,0,?,0,98.823916,7.243088,7.943487,5.637179,6.359452,6.919343,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,1.807785,12.557745,2.626288,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.189623,0.475737,1.212719,0,?,0,56.085363,7.962573,6,5.40908,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,3.762055,?,1.942132,1.69012,1.344687,?,1.495753,0,0,0,0,0.737692,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0,0.432944,0,0,?,0,23.901041,6.873539,0.441762,3.399618,4.170688,3.770907,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,0,0,1.898016,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,8.246526,0.186183,0,0,?,0,201.983241,6.140731,3.191733,4.838456,4.649954,5.118607,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,1.738951,5.330347,1.276812,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.151637,0.881628,0,0,?,0,54.126377,7,3.61966,2.846021,1.680261,5.589793,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,1.692048,1.276619,0.652432,?,0.387059,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4.108398,0.820963,0,0,?,0,207.346092,4.094042,3.132727,3.920103,4.891817,5.353925,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,0.736026,12.587928,1.62287,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.724048,1.056608,0.49406,0,?,0,179.290526,7.162195,7.337509,5.547582,6.035343,6.178098,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,1.055362,2.664413,2.688277,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.637867,0.566254,0.821261,0,?,0,32.286233,7.68261,6,5.814271,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,3.593188,?,1.223831,0.270369,1.889426,?,1.245802,0,0,0,0,0.84809,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.058069,0,0.02244,0,?,0,29.721858,1.823203,3.141211,3.23224,5.290023,5.581258,0,0,?,?,?,?,0,?,?,0,?,?,?,?,3.156636,?,1.171766,0.592335,0,?,1.296237,0,0,0,0,1.307978,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.513465,0,1.790588,0,?,0,58.068584,4.399794,1.410653,5.490567,3.663793,3.336159,0,0,?,?,?,?,0,?,?,0,?,?,?,?,4.459783,?,0.775233,1.714204,0,?,1.274171,0,0,0,0,1.646671,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.946781,0,1.876802,0,?,0,65.415171,7.270424,4.061004,4.710451,3.22844,0.065407,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1.175193,?,2,4.237595,0,?,1.509552,0,0,0,0,0.013952,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.15472,0,1.4935,0,?,0,26.25871,4.695854,1.328768,5.832161,4.462688,3.030359,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.810678,?,1.141487,0.948128,0,?,1.205532,0,0,0,0,0.599791,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.25054,0.322097,0.156744,0,?,0,50.191917,7.093483,6,5.277053,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1.025617,?,1.003911,1.225231,0.440311,?,1.830906,0,0,0,0,2.790845,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.075749,0,1.407751,0,?,0,69.489559,7.628423,5.40356,3.342884,4.917936,1.976088,0,0,?,?,?,?,0,?,?,0,?,?,?,?,3.945203,?,2,3.611204,0,?,1.736572,0,0,0,0,2.986601,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1.667283,0,1.773102,0,?,0,61.396906,7.456592,5.966194,4.202503,4.114486,4.406002,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.886726,?,2,6.248095,0,?,0.201177,0,0,0,0,1.240674,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,6.942522,0,1.074393,0,?,0,112.962279,5.082041,4.890444,5.26901,4.301842,5.730604,0,0,?,?,?,?,0,?,?,0,?,?,?,?,5.621411,?,2,6.905748,0,?,1.123973,0,0,0,0,0.99523,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2.06182,0.893044,1.294586,0,?,0,225.063358,8,7.949533,6,6.210963,6.657941,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.80232,?,2,11.514399,0.2369,?,1.983479,0,0,0,0,0.123788,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.825091,0,1.926251,0,?,0,38.50108,7.640744,4.955448,5.227831,4.779541,1.168909,0,0,?,?,?,?,0,?,?,0,?,?,?,?,5.569432,?,1.176787,0.273651,0,?,1.644795,0,0,0,0,2.924131,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5.761264,0,0.457239,0,?,0,325.528035,7,2.771237,4.368909,3.850996,0.321696,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.314478,?,3.234365,9.276189,0.858388,?,1.803639,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4.307576,0.708292,1,0,?,0,272.819757,7.499032,6.793464,5.790349,6.437445,6.843032,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.175339,?,3.123207,16.204189,2.042341,?,1.970073,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,10.172164,0,0.081557,0,?,0,455.995319,6.3244,3.059547,3.012197,3.7867,3.224822,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.347634,?,2.561108,15.177702,0.84892,?,1.248601,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4.050118,1.299837,1,0,?,0,475.156539,7.25201,5.487611,5.969807,6.800849,5.876915,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.282695,?,2.957025,17.34657,2.521214,?,1.346473,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,6.989265,0.390549,0.650963,0,?,0,295.357461,7,5.008483,5,5.734214,5.723351,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.540741,?,0.511754,0.641019,2,?,1.904048,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,11.652094,0,0.996466,0,?,0,263.203022,6.484642,3.398505,4.997818,4.886847,4.919159,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.243579,?,3.849147,15.105657,1.26037,?,1.217847,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,10.615232,0,0.437255,0,?,0,440.563848,6.898852,3.913878,3.019355,4.683871,4.964801,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.647123,?,2.071724,14.615151,0.351464,?,1.516225,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,8.397609,0,0.664875,0,?,0,469.032876,7,2.421599,3.987934,4.573048,1.374854,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.070196,?,2.484009,11.347377,0.149156,?,0.136626,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,11.022428,0,0.27145,0,?,0,393.3693,6.124772,3.083578,4.820825,4.01398,4.190481,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.932946,?,2.527469,15.522397,1.317925,?,1.53395,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5.728589,1.035641,1,0,?,0,482.313715,7.578834,6.682225,5.691624,6.756288,5.426363,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.057387,?,3.836729,17.514448,2.008932,?,1.864549,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4.635028,1.281996,0.52196,0,?,0,113.817346,6.477753,4.253287,3.549649,6.254063,5.141077,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3.183473,7.325676,0.437165,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.41055,1.448518,0.051237,0,?,0,264.579247,3.557707,3.999841,3.877998,6.262235,6.840178,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2.085469,5.39756,0.124479,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,9.508002,0,0,0,?,0,183.472288,3.464342,3,2,3,2.281844,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2.708175,5.855832,0,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4.998426,0,0,0,?,0,72.293167,3.931131,2.403295,0.723761,2.811829,1.712494,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3.834103,5.438321,0,?,0.83676,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.645789,1.661481,0.321189,0,?,0,214.927385,7.664192,7.023846,2.331337,6.233788,6.232058,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3.134517,13.474784,0.600558,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4.613397,0,0,0,?,0,97.699659,5.756676,2.944107,1.070838,1.31489,0.35569,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2.205342,6.449208,0,?,0.542747,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.667887,0,0,0,?,0,103.938064,6.344431,2.440283,1.661949,2.144552,1.206536,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3.931811,6.152846,0,?,0.982031,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4.676892,1.251563,0.573012,0,?,0,205.690014,5.437849,4.100904,2.895566,6.052429,5.806346,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2.777135,7.021316,2.266601,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.79857,1.062057,0.538419,0,?,0,121.934877,3.180379,3.093959,2.480674,5.105567,3.462537,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3.275563,12.200262,0.629488,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5.758289,0,0,0,?,0,187.53423,3.462118,3,2,3,2.806651,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3.612266,11.539428,0,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.049891,1.910994,0.072791,0,?,0,183.107841,4.622648,7.224307,1.893862,5.181068,5.498321,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.311077,?,3.02341,20.71206,2.423069,?,1,0,0.250199,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,6.190885,0.872929,0,0,?,0,46.73938,4.875528,5.00004,1.243847,5.905653,5.486512,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.475323,?,3.011046,1.40542,0.921657,?,1,0,0.040974,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.46876,0.572833,0.382201,0,?,0,213.643938,7.9908,6.261396,5.333347,6.607235,3.060256,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.970559,?,3.661598,20.492414,0.619856,?,1,0,0.661425,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.460561,0.832994,0,0,?,0,62.422898,5.510838,3.921261,0.107183,3.405787,2.867939,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.972226,?,2.776485,15.04328,0.480371,?,1,0,0.93479,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,8.611469,0,0,0,?,0,191.289055,3.113364,3,1.554835,3,2.089038,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.437985,?,2.449856,22.696225,0,?,1,0,0.759639,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3.073013,0.44171,0,0,?,0,33.725085,6.314733,4.249988,3.172941,5.652606,2.214561,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.930184,?,3.699131,17.845105,0.488118,?,1,0,0.817279,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0.74414,0,0,0,?,0,83.190622,1.225542,0.450558,0,2.823556,0.238968,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0.033386,?,2.805183,13.182915,0,?,1,0,0.684269,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
