@relation FakeAndRealProfiles-weka.filters.supervised.instance.SMOTE-C1-K5-P1000.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R17-84-Cjava.lang.Math-Mceil

@attribute first-name-features:isamazonFirstNameMatchestwitterFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatchespaypalFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatcheslinkedinFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:isamazonFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatchespaypalFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatcheslinkedinFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:istwitterFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:ispaypalFirstNameMatcheslinkedinFirstName {0,1}
@attribute first-name-features:ispaypalFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:ispaypalFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:islinkedinFirstNameMatchesgoogleFirstName {0,1}
@attribute first-name-features:islinkedinFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:isgoogleFirstNameMatchesfacebookFirstName {0,1}
@attribute first-name-features:isFacebookFirstNameMatchEmail {0,1}
@attribute facebook:numOfCheckinsAtFirstMostRecentEducationLastYear numeric
@attribute facebook:numOfCheckinsAtFirstMostRecentEducationThisYear numeric
@attribute facebook:numOfCheckinsAtSecondMostRecentEducationLastYear numeric
@attribute facebook:numOfCheckinsAtSecondMostRecentEducationThisYear numeric
@attribute facebook:numOfCheckinsAtThirdMostRecentEducationLastYear numeric
@attribute facebook:numOfCheckinsAtThirdMostRecentEducationThisYear numeric
@attribute facebook:numOfCloseFriends numeric
@attribute facebook:numOfCollegeFriends numeric
@attribute facebook:numOfCoworkers numeric
@attribute facebook:numOfEvents numeric
@attribute facebook:numOfEventsAttended numeric
@attribute facebook:numOfFamilyMembers numeric
@attribute facebook:numOfFriends numeric
@attribute facebook:numOfFriendsBirthWithinFiveYears numeric
@attribute facebook:numOfFriendsBirthWithinFourYears numeric
@attribute facebook:numOfFriendsBirthWithinOneYear numeric
@attribute facebook:numOfFriendsBirthWithinThreeYears numeric
@attribute facebook:numOfFriendsBirthWithinTwoYears numeric
@attribute facebook:numOfFriendsFromFirstMostRecentEducation numeric
@attribute facebook:numOfFriendsFromFirstMostRecentEducationWithSameGraduationYear numeric
@attribute facebook:numOfFriendsFromSecondMostRecentEducation numeric
@attribute facebook:numOfFriendsFromSecondMostRecentEducationWithSameGraduationYear numeric
@attribute facebook:numOfFriendsFromThirdMostRecentEducation numeric
@attribute facebook:numOfFriendsFromThirdMostRecentEducationWithSameGraduationYear numeric
@attribute facebook:numOfFriendsWorkingAtFirstMostRecentEducation numeric
@attribute facebook:numOfFriendsWorkingAtSecondMostRecentEducation numeric
@attribute facebook:numOfFriendsWorkingAtThirdMostRecentEducation numeric
@attribute facebook:numOfGroups numeric
@attribute facebook:numOfGroupsAdministrating numeric
@attribute facebook:numOfLikes numeric
@attribute facebook:numOfLinks numeric
@attribute facebook:numOfLocations numeric
@attribute facebook:numOfPhotos numeric
@attribute facebook:numOfPosts numeric
@attribute facebook:numOfReceivedComments numeric
@attribute facebook:numOfReceivedLikes numeric
@attribute facebook:numOfSchoolFriends numeric
@attribute facebook:numOfStatuses numeric
@attribute facebook:numOfStudentFriends numeric
@attribute facebook:numOfStudentFriendsWithinOneYearAgeDifference numeric
@attribute facebook:numOfStudentFriendsWithinThreeYearsAgeDifference numeric
@attribute facebook:numOfStudentFriendsWithinTwoYearsAgeDifference numeric
@attribute facebook:numOfStudentFriendsWithSameAge numeric
@attribute facebook:numOfTagged numeric
@attribute linkedin:numOfCompanies numeric
@attribute linkedin:numOfConnections numeric
@attribute linkedin:numOfCoworkers numeric
@attribute linkedin:numOfFriendsFromFirstMostRecentEducation numeric
@attribute linkedin:numOfFriendsFromFirstMostRecentEducationWithSameGraduationYear numeric
@attribute linkedin:numOfFriendsFromSecondMostRecentEducation numeric
@attribute linkedin:numOfFriendsFromSecondMostRecentEducationWithSameGraduationYear numeric
@attribute linkedin:numOfFriendsFromThirdMostRecentEducation numeric
@attribute linkedin:numOfFriendsFromThirdMostRecentEducationWithSameGraduationYear numeric
@attribute linkedin:numOfFriendsWorkingAtFirstMostRecentEducation numeric
@attribute linkedin:numOfFriendsWorkingAtSecondMostRecentEducation numeric
@attribute linkedin:numOfFriendsWorkingAtThirdMostRecentEducation numeric
@attribute linkedin:numOfLinkedTwitterAccounts numeric
@attribute linkedin:numOfPositions numeric
@attribute linkedin:numOfRecommendationsReceived numeric
@attribute linkedin:numOfSchoolFriends numeric
@attribute linkedin:numOfStudentFriends numeric
@attribute twitter:numOfFavoritedTweets numeric
@attribute twitter:numOfFollowers numeric
@attribute twitter:numOfFriends numeric
@attribute twitter:numOfReceivedFavorites numeric
@attribute twitter:numOfReceivedRetweets numeric
@attribute twitter:numOfRetweetedTweets numeric
@attribute twitter:numOfTweets numeric
@attribute skynet:isEverythingEmpty {0,1}
@attribute class {fake,real}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2,2,1,0,?,0,143,8,7,6,7,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2,3,3,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,1,0,0,?,0,47,7,4,2,4,2,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,1,6,2,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2,2,1,0,?,0,61,8,8,6,7,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2,12,3,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2,2,1,0,?,0,99,8,8,6,7,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2,13,3,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,1,2,0,?,0,57,8,6,6,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,4,?,2,2,2,?,2,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0,1,0,0,?,0,24,7,1,4,5,4,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,0,0,2,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,9,1,0,0,?,0,202,7,4,5,5,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2,6,2,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,1,0,0,?,0,55,7,4,3,2,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2,2,1,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5,1,0,0,?,0,208,5,4,4,5,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,1,13,2,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2,2,1,0,?,0,180,8,8,6,7,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,2,3,3,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,1,1,0,?,0,33,8,6,6,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,4,?,2,1,2,?,2,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,0,1,0,?,0,30,2,4,4,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,4,?,2,1,0,?,2,0,0,0,0,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,0,2,0,?,0,59,5,2,6,4,4,0,0,?,?,?,?,0,?,?,0,?,?,?,?,5,?,1,2,0,?,2,0,0,0,0,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2,0,2,0,?,0,66,8,5,5,4,1,0,0,?,?,?,?,0,?,?,0,?,?,?,?,2,?,2,5,0,?,2,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,0,2,0,?,0,27,5,2,6,5,4,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,2,1,0,?,2,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,1,1,0,?,0,51,8,6,6,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,2,?,2,2,1,?,2,0,0,0,0,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2,0,2,0,?,0,70,8,6,4,5,2,0,0,?,?,?,?,0,?,?,0,?,?,?,?,4,?,2,4,0,?,2,0,0,0,0,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2,0,2,0,?,0,62,8,6,5,5,5,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,2,7,0,?,1,0,0,0,0,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,7,0,2,0,?,0,113,6,5,6,5,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,6,?,2,7,0,?,2,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,3,1,2,0,?,0,226,8,8,6,7,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,2,12,1,?,2,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,0,2,0,?,0,39,8,5,6,5,2,0,0,?,?,?,?,0,?,?,0,?,?,?,?,6,?,2,1,0,?,2,0,0,0,0,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,6,0,1,0,?,0,326,7,3,5,4,1,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,4,10,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5,1,1,0,?,0,273,8,7,6,7,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,4,17,3,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,11,0,1,0,?,0,456,7,4,4,4,4,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,3,16,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5,2,1,0,?,0,476,8,6,6,7,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,3,18,3,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,7,1,1,0,?,0,296,7,6,5,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,1,1,2,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,12,0,1,0,?,0,264,7,4,5,5,5,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,4,16,2,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,11,0,1,0,?,0,441,7,4,4,5,5,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,3,15,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,9,0,1,0,?,0,470,7,3,4,5,2,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,3,12,1,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,12,0,1,0,?,0,394,7,4,5,5,5,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,3,16,2,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,6,2,1,0,?,0,483,8,7,6,7,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,4,18,3,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5,2,1,0,?,0,114,7,5,4,7,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,4,8,1,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,2,1,0,?,0,265,4,4,4,7,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3,6,1,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,10,0,0,0,?,0,184,4,3,2,3,3,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3,6,0,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5,0,0,0,?,0,73,4,3,1,3,2,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,4,6,0,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,2,1,0,?,0,215,8,8,3,7,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,4,14,1,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5,0,0,0,?,0,98,6,3,2,2,1,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3,7,0,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,0,0,0,?,0,104,7,3,2,3,2,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,4,7,0,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5,2,1,0,?,0,206,6,5,3,7,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,3,8,3,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,2,1,0,?,0,122,4,4,3,6,4,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,4,13,1,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,6,0,0,0,?,0,188,4,3,2,3,3,0,0,?,?,?,?,0,?,?,0,?,?,?,?,0,?,4,12,0,?,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,2,1,0,?,0,184,5,8,2,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,4,21,3,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,7,1,0,0,?,0,47,5,6,2,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,4,2,1,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,1,1,0,?,0,214,8,7,6,7,4,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,4,21,1,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,1,0,0,?,0,63,6,4,1,4,3,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,3,16,1,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,9,0,0,0,?,0,192,4,3,2,3,3,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,3,23,0,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,1,0,0,?,0,34,7,5,4,6,3,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,4,18,1,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,0,0,0,?,0,84,2,1,0,3,1,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,3,14,0,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,7,2,1,0,?,0,255,8,7,3,6,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,4,17,3,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,5,0,0,0,?,0,121,3,2,0,3,2,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,3,23,0,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,6,0,0,0,?,0,133,2,1,0,2,1,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,2,19,0,?,1,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2,1,0,0,?,0,66,4,3,4,2,2,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,0,0,2,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,1,1,0,?,0,198,5,8,2,5,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,2,11,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,2,1,0,?,0,113,4,8,2,5,5,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,1,7,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,4,0,0,0,1,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,2,1,0,0,?,0,69,6,2,1,3,4,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,0,0,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,1,0,0,?,0,68,1,4,4,4,5,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,0,0,2,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,1,0,0,?,0,56,1,5,5,5,1,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,0,0,2,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,1,1,0,?,0,147,2,4,3,6,6,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,2,14,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,2,1,0,?,0,261,4,3,6,6,4,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,2,8,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,7,0,0,0,?,0,118,2,1,2,1,2,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,1,5,0,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,1,1,0,?,0,239,6,5,1,5,7,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,1,9,3,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,71,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,5,2,7,0,1,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,1,0,0,?,0,27,5,5,1,1,5,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,0,0,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,4,1,0,0,?,0,25,6,3,3,2,3,0,0,?,?,?,?,0,?,?,0,?,?,?,?,1,?,0,0,1,?,2,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,fake
